	Gene name	Gene	Cancer	High	Medium	Low	Not detected	prognostic - favorable	unprognostic - favorable	prognostic - unfavorable	unprognostic - unfavorable
708	POLR2G	ENSG00000168002	lung cancer	0.0	8.0	2.0	2.0				0.08499
709	POLR2G	ENSG00000168002	lymphoma	0.0	3.0	0.0	9.0				
710	POLR2G	ENSG00000168002	melanoma	0.0	9.0	2.0	1.0				0.06008
711	POLR2G	ENSG00000168002	ovarian cancer	0.0	4.0	5.0	3.0		0.006264		
712	POLR2G	ENSG00000168002	pancreatic cancer	0.0	3.0	4.0	4.0				0.0941
713	POLR2G	ENSG00000168002	prostate cancer	0.0	1.0	4.0	4.0		0.1853		
714	POLR2G	ENSG00000168002	renal cancer	0.0	0.0	0.0	11.0			0.0001115	
715	POLR2G	ENSG00000168002	skin cancer	0.0	7.0	2.0	3.0				
716	POLR2G	ENSG00000168002	stomach cancer	0.0	2.0	4.0	6.0		0.1527		
717	POLR2G	ENSG00000168002	testis cancer	0.0	7.0	2.0	1.0				0.1641
718	POLR2G	ENSG00000168002	thyroid cancer	0.0	3.0	1.0	0.0		0.2462		
719	POLR2G	ENSG00000168002	urothelial cancer	1.0	3.0	3.0	3.0				0.221
720	SP1	ENSG00000185591	breast cancer	5.0	6.0	0.0	0.0				0.112
721	SP1	ENSG00000185591	carcinoid	1.0	3.0	0.0	0.0				
722	SP1	ENSG00000185591	cervical cancer	6.0	5.0	0.0	0.0		0.008523		
723	SP1	ENSG00000185591	colorectal cancer	7.0	5.0	0.0	0.0		0.06109		
724	SP1	ENSG00000185591	endometrial cancer	2.0	8.0	1.0	0.0				0.1242
725	SP1	ENSG00000185591	glioma	1.0	7.0	4.0	0.0		0.2029		
726	SP1	ENSG00000185591	head and neck cancer	2.0	2.0	0.0	0.0		0.004638		
727	SP1	ENSG00000185591	liver cancer	0.0	7.0	3.0	0.0				0.01085
728	SP1	ENSG00000185591	lung cancer	0.0	6.0	5.0	0.0		0.2532		
729	SP1	ENSG00000185591	lymphoma	9.0	3.0	0.0	0.0				
730	SP1	ENSG00000185591	melanoma	1.0	7.0	3.0	0.0				0.1012
731	SP1	ENSG00000185591	ovarian cancer	3.0	6.0	3.0	0.0				0.02659
732	SP1	ENSG00000185591	pancreatic cancer	1.0	5.0	4.0	0.0			0.0001433	
733	SP1	ENSG00000185591	prostate cancer	3.0	8.0	0.0	0.0				0.06377
734	SP1	ENSG00000185591	renal cancer	0.0	8.0	2.0	0.0		0.05137		
735	SP1	ENSG00000185591	skin cancer	3.0	5.0	0.0	0.0				
736	SP1	ENSG00000185591	stomach cancer	0.0	7.0	5.0	0.0		0.04053		
737	SP1	ENSG00000185591	testis cancer	3.0	7.0	2.0	0.0				0.1368
738	SP1	ENSG00000185591	thyroid cancer	1.0	2.0	1.0	0.0				0.04766
739	SP1	ENSG00000185591	urothelial cancer	6.0	5.0	0.0	0.0		0.02117		
740	FN1	ENSG00000115414	breast cancer	0.0	2.0	2.0	8.0				0.08081
741	FN1	ENSG00000115414	carcinoid	0.0	0.0	1.0	3.0				
742	FN1	ENSG00000115414	cervical cancer	0.0	0.0	5.0	7.0				0.001094
743	FN1	ENSG00000115414	colorectal cancer	1.0	2.0	4.0	4.0				0.02201
744	FN1	ENSG00000115414	endometrial cancer	1.0	1.0	1.0	8.0				0.003448
745	FN1	ENSG00000115414	glioma	0.0	0.0	2.0	9.0				0.0182
746	FN1	ENSG00000115414	head and neck cancer	0.0	0.0	2.0	2.0				0.00347
747	FN1	ENSG00000115414	liver cancer	3.0	4.0	2.0	3.0				0.03361
748	FN1	ENSG00000115414	lung cancer	0.0	2.0	5.0	5.0				0.005909
749	FN1	ENSG00000115414	lymphoma	0.0	0.0	1.0	11.0				
750	FN1	ENSG00000115414	melanoma	0.0	3.0	2.0	7.0				0.02964
751	FN1	ENSG00000115414	ovarian cancer	0.0	0.0	2.0	7.0				0.002909
752	FN1	ENSG00000115414	pancreatic cancer	3.0	3.0	3.0	2.0				0.01407
753	FN1	ENSG00000115414	prostate cancer	0.0	0.0	2.0	9.0		0.2843		
754	FN1	ENSG00000115414	renal cancer	0.0	0.0	2.0	10.0			3.441e-08	
755	FN1	ENSG00000115414	skin cancer	0.0	1.0	1.0	9.0				
756	FN1	ENSG00000115414	stomach cancer	0.0	1.0	3.0	4.0			8.82e-05	
757	FN1	ENSG00000115414	testis cancer	0.0	1.0	7.0	4.0				0.07879
758	FN1	ENSG00000115414	thyroid cancer	1.0	2.0	0.0	1.0		0.07742		
759	FN1	ENSG00000115414	urothelial cancer	1.0	4.0	3.0	4.0			0.0003329	
760	CSNK1A1	ENSG00000113712	breast cancer	0.0	4.0	4.0	0.0				0.004268
761	CSNK1A1	ENSG00000113712	carcinoid	0.0	1.0	1.0	2.0				
762	CSNK1A1	ENSG00000113712	cervical cancer	0.0	2.0	7.0	3.0				0.005845
763	CSNK1A1	ENSG00000113712	colorectal cancer	0.0	6.0	4.0	1.0	0.000115			
764	CSNK1A1	ENSG00000113712	endometrial cancer	0.0	3.0	8.0	0.0				0.07385
765	CSNK1A1	ENSG00000113712	glioma	0.0	1.0	4.0	6.0		0.2658		
766	CSNK1A1	ENSG00000113712	head and neck cancer	0.0	2.0	1.0	0.0				0.3136
767	CSNK1A1	ENSG00000113712	liver cancer	0.0	4.0	5.0	3.0				0.01271
768	CSNK1A1	ENSG00000113712	lung cancer	0.0	4.0	6.0	1.0				0.05558
769	CSNK1A1	ENSG00000113712	lymphoma	0.0	3.0	0.0	8.0				
770	CSNK1A1	ENSG00000113712	melanoma	0.0	5.0	4.0	1.0		0.4384		
771	CSNK1A1	ENSG00000113712	ovarian cancer	1.0	7.0	3.0	0.0				0.08308
772	CSNK1A1	ENSG00000113712	pancreatic cancer	0.0	5.0	6.0	1.0			0.0005788	
773	CSNK1A1	ENSG00000113712	prostate cancer	0.0	0.0	8.0	3.0				0.0547
774	CSNK1A1	ENSG00000113712	renal cancer	0.0	0.0	4.0	8.0				0.1562
775	CSNK1A1	ENSG00000113712	skin cancer	0.0	1.0	10.0	1.0				
776	CSNK1A1	ENSG00000113712	stomach cancer	0.0	7.0	3.0	0.0		0.0792		
777	CSNK1A1	ENSG00000113712	testis cancer	2.0	7.0	2.0	0.0				0.04406
778	CSNK1A1	ENSG00000113712	thyroid cancer	0.0	0.0	2.0	1.0				0.006277
779	CSNK1A1	ENSG00000113712	urothelial cancer	0.0	7.0	4.0	1.0				0.06923
780	PRKCI	ENSG00000163558	breast cancer	0.0	5.0	5.0	2.0				0.2256
781	PRKCI	ENSG00000163558	carcinoid	0.0	1.0	1.0	2.0				
782	PRKCI	ENSG00000163558	cervical cancer	0.0	7.0	1.0	4.0		0.06751		
783	PRKCI	ENSG00000163558	colorectal cancer	2.0	6.0	3.0	1.0		0.04567		
784	PRKCI	ENSG00000163558	endometrial cancer	0.0	2.0	5.0	5.0			3.928e-06	
785	PRKCI	ENSG00000163558	glioma	0.0	0.0	0.0	12.0				0.1591
786	PRKCI	ENSG00000163558	head and neck cancer	1.0	0.0	2.0	1.0				0.01838
787	PRKCI	ENSG00000163558	liver cancer	1.0	0.0	2.0	9.0			0.0003023	
788	PRKCI	ENSG00000163558	lung cancer	0.0	3.0	4.0	5.0		0.2524		
789	PRKCI	ENSG00000163558	lymphoma	0.0	0.0	1.0	10.0				
790	PRKCI	ENSG00000163558	melanoma	0.0	0.0	1.0	8.0				0.07097
791	PRKCI	ENSG00000163558	ovarian cancer	4.0	4.0	2.0	2.0				0.01727
792	PRKCI	ENSG00000163558	pancreatic cancer	0.0	5.0	4.0	3.0			0.0001215	
793	PRKCI	ENSG00000163558	prostate cancer	0.0	1.0	5.0	6.0				0.005319
794	PRKCI	ENSG00000163558	renal cancer	0.0	1.0	3.0	8.0	0.0003097			
795	PRKCI	ENSG00000163558	skin cancer	0.0	4.0	2.0	5.0				
796	PRKCI	ENSG00000163558	stomach cancer	1.0	5.0	2.0	2.0		0.1165		
797	PRKCI	ENSG00000163558	testis cancer	0.0	5.0	3.0	1.0		0.2654		
798	PRKCI	ENSG00000163558	thyroid cancer	1.0	2.0	1.0	0.0				0.1062
799	PRKCI	ENSG00000163558	urothelial cancer	2.0	4.0	1.0	5.0				0.0973
800	CARD9	ENSG00000187796	breast cancer	0.0	0.0	0.0	10.0		0.07035		
801	CARD9	ENSG00000187796	carcinoid	0.0	0.0	0.0	4.0				
802	CARD9	ENSG00000187796	cervical cancer	0.0	1.0	0.0	11.0		0.05607		
803	CARD9	ENSG00000187796	colorectal cancer	0.0	0.0	1.0	10.0				0.008624
804	CARD9	ENSG00000187796	endometrial cancer	0.0	0.0	1.0	6.0				0.02063
805	CARD9	ENSG00000187796	glioma	0.0	1.0	1.0	8.0		0.2752		
806	CARD9	ENSG00000187796	head and neck cancer	0.0	0.0	0.0	4.0		0.02108		
807	CARD9	ENSG00000187796	liver cancer	0.0	0.0	0.0	11.0				0.003886
808	CARD9	ENSG00000187796	lung cancer	0.0	0.0	0.0	11.0		0.06358		
809	CARD9	ENSG00000187796	lymphoma	0.0	0.0	0.0	10.0				
810	CARD9	ENSG00000187796	melanoma	0.0	0.0	0.0	12.0				0.2645
811	CARD9	ENSG00000187796	ovarian cancer	0.0	0.0	0.0	11.0				0.01549
812	CARD9	ENSG00000187796	pancreatic cancer	0.0	0.0	1.0	8.0		0.007684		
813	CARD9	ENSG00000187796	prostate cancer	0.0	0.0	0.0	12.0				0.06971
814	CARD9	ENSG00000187796	renal cancer	0.0	0.0	0.0	11.0				2.023e-06
815	CARD9	ENSG00000187796	skin cancer	0.0	0.0	0.0	12.0				
816	CARD9	ENSG00000187796	stomach cancer	0.0	0.0	0.0	9.0		0.252		
817	CARD9	ENSG00000187796	testis cancer	0.0	0.0	0.0	11.0				0.004867
818	CARD9	ENSG00000187796	thyroid cancer	0.0	0.0	0.0	4.0		0.306		
819	CARD9	ENSG00000187796	urothelial cancer	0.0	0.0	1.0	10.0				0.1058
820	GSK3B	ENSG00000082701	breast cancer	0.0	6.0	5.0	0.0				0.01089
821	GSK3B	ENSG00000082701	carcinoid	1.0	1.0	0.0	2.0				
822	GSK3B	ENSG00000082701	cervical cancer	0.0	4.0	5.0	2.0				0.2623
823	GSK3B	ENSG00000082701	colorectal cancer	0.0	5.0	4.0	2.0				0.1398
824	GSK3B	ENSG00000082701	endometrial cancer	0.0	4.0	3.0	5.0				0.002173
825	GSK3B	ENSG00000082701	glioma	1.0	6.0	2.0	2.0		0.1152		
826	GSK3B	ENSG00000082701	head and neck cancer	0.0	3.0	0.0	0.0		0.04863		
827	GSK3B	ENSG00000082701	liver cancer	0.0	3.0	1.0	7.0			8.2e-05	
828	GSK3B	ENSG00000082701	lung cancer	0.0	1.0	4.0	6.0				0.0339
829	GSK3B	ENSG00000082701	lymphoma	2.0	5.0	2.0	3.0				
830	GSK3B	ENSG00000082701	melanoma	0.0	9.0	3.0	0.0				0.1115
831	GSK3B	ENSG00000082701	ovarian cancer	0.0	2.0	2.0	6.0				0.01673
832	GSK3B	ENSG00000082701	pancreatic cancer	0.0	3.0	6.0	1.0				0.001048
833	GSK3B	ENSG00000082701	prostate cancer	0.0	8.0	2.0	2.0				0.06792
834	GSK3B	ENSG00000082701	renal cancer	0.0	2.0	1.0	9.0	0.0001518			
835	GSK3B	ENSG00000082701	skin cancer	0.0	8.0	2.0	0.0				
836	GSK3B	ENSG00000082701	stomach cancer	0.0	1.0	5.0	4.0				0.2386
837	GSK3B	ENSG00000082701	testis cancer	2.0	3.0	4.0	3.0		0.2576		
838	GSK3B	ENSG00000082701	thyroid cancer	0.0	2.0	2.0	0.0		0.01281		
839	GSK3B	ENSG00000082701	urothelial cancer	1.0	8.0	3.0	0.0				0.1159
840	USP33	ENSG00000077254	breast cancer	0.0	2.0	6.0	4.0		0.002313		
841	USP33	ENSG00000077254	carcinoid	0.0	0.0	1.0	3.0				
842	USP33	ENSG00000077254	cervical cancer	0.0	2.0	2.0	8.0				0.02726
843	USP33	ENSG00000077254	colorectal cancer	0.0	6.0	3.0	3.0		0.01036		
844	USP33	ENSG00000077254	endometrial cancer	0.0	3.0	7.0	2.0				0.236
845	USP33	ENSG00000077254	glioma	0.0	1.0	8.0	3.0		0.00919		
846	USP33	ENSG00000077254	head and neck cancer	0.0	0.0	1.0	3.0		0.001881		
847	USP33	ENSG00000077254	liver cancer	1.0	7.0	2.0	1.0				0.01223
848	USP33	ENSG00000077254	lung cancer	0.0	2.0	4.0	5.0		0.06064		
849	USP33	ENSG00000077254	lymphoma	0.0	0.0	2.0	9.0				
850	USP33	ENSG00000077254	melanoma	0.0	7.0	1.0	4.0				0.2479
851	USP33	ENSG00000077254	ovarian cancer	0.0	7.0	2.0	3.0				0.2247
852	USP33	ENSG00000077254	pancreatic cancer	0.0	3.0	7.0	2.0		0.2666		
853	USP33	ENSG00000077254	prostate cancer	0.0	1.0	4.0	5.0		0.3589		
854	USP33	ENSG00000077254	renal cancer	0.0	0.0	8.0	3.0		0.005364		
855	USP33	ENSG00000077254	skin cancer	0.0	2.0	4.0	6.0				
856	USP33	ENSG00000077254	stomach cancer	1.0	3.0	3.0	4.0		0.04894		
857	USP33	ENSG00000077254	testis cancer	0.0	4.0	1.0	5.0		0.05761		
858	USP33	ENSG00000077254	thyroid cancer	0.0	2.0	1.0	1.0		0.219		
859	USP33	ENSG00000077254	urothelial cancer	0.0	0.0	2.0	9.0		0.02021		
860	HIF1A	ENSG00000100644	breast cancer	0.0	2.0	9.0	1.0				0.01071
861	HIF1A	ENSG00000100644	carcinoid	0.0	2.0	1.0	1.0				
862	HIF1A	ENSG00000100644	cervical cancer	0.0	1.0	6.0	4.0				0.001125
863	HIF1A	ENSG00000100644	colorectal cancer	3.0	4.0	2.0	1.0		0.09408		
864	HIF1A	ENSG00000100644	endometrial cancer	0.0	2.0	3.0	7.0		0.1069		
865	HIF1A	ENSG00000100644	glioma	1.0	2.0	5.0	4.0		0.02513		
866	HIF1A	ENSG00000100644	head and neck cancer	1.0	0.0	1.0	1.0				0.1898
867	HIF1A	ENSG00000100644	liver cancer	0.0	1.0	2.0	8.0				0.00294
868	HIF1A	ENSG00000100644	lung cancer	0.0	1.0	4.0	6.0				0.3399
869	HIF1A	ENSG00000100644	lymphoma	1.0	5.0	4.0	1.0				
870	HIF1A	ENSG00000100644	melanoma	0.0	4.0	4.0	4.0				0.4051
871	HIF1A	ENSG00000100644	ovarian cancer	0.0	5.0	4.0	2.0		0.139		
872	HIF1A	ENSG00000100644	pancreatic cancer	0.0	5.0	2.0	4.0				0.01773
873	HIF1A	ENSG00000100644	prostate cancer	0.0	0.0	5.0	5.0				0.08394
874	HIF1A	ENSG00000100644	renal cancer	0.0	1.0	3.0	7.0		0.1235		
875	HIF1A	ENSG00000100644	skin cancer	0.0	2.0	6.0	4.0				
876	HIF1A	ENSG00000100644	stomach cancer	1.0	0.0	3.0	8.0				0.03232
877	HIF1A	ENSG00000100644	testis cancer	0.0	7.0	5.0	0.0		0.3581		
878	HIF1A	ENSG00000100644	thyroid cancer	0.0	0.0	2.0	1.0				0.07348
879	HIF1A	ENSG00000100644	urothelial cancer	4.0	2.0	6.0	0.0				0.03885
880	TUBB	ENSG00000196230	breast cancer	0.0	10.0	1.0	0.0				0.1014
881	TUBB	ENSG00000196230	carcinoid	1.0	2.0	0.0	1.0				
882	TUBB	ENSG00000196230	cervical cancer	0.0	7.0	3.0	1.0				0.233
883	TUBB	ENSG00000196230	colorectal cancer	0.0	10.0	2.0	0.0		0.002172		
884	TUBB	ENSG00000196230	endometrial cancer	0.0	9.0	2.0	0.0				0.01919
885	TUBB	ENSG00000196230	glioma	0.0	9.0	3.0	0.0				0.1556
886	TUBB	ENSG00000196230	head and neck cancer	0.0	3.0	1.0	0.0				0.02156
887	TUBB	ENSG00000196230	liver cancer	0.0	2.0	3.0	7.0			0.0005966	
888	TUBB	ENSG00000196230	lung cancer	0.0	2.0	7.0	2.0				0.02573
889	TUBB	ENSG00000196230	lymphoma	0.0	6.0	1.0	4.0				
890	TUBB	ENSG00000196230	melanoma	0.0	8.0	4.0	0.0				0.2515
891	TUBB	ENSG00000196230	ovarian cancer	0.0	8.0	3.0	0.0		0.002181		
892	TUBB	ENSG00000196230	pancreatic cancer	0.0	9.0	1.0	0.0				0.01268
893	TUBB	ENSG00000196230	prostate cancer	0.0	8.0	2.0	1.0				0.2471
894	TUBB	ENSG00000196230	renal cancer	0.0	7.0	3.0	2.0			2.616e-08	
895	TUBB	ENSG00000196230	skin cancer	0.0	6.0	4.0	2.0				
896	TUBB	ENSG00000196230	stomach cancer	0.0	4.0	3.0	1.0				0.08628
897	TUBB	ENSG00000196230	testis cancer	3.0	7.0	1.0	0.0		0.1471		
898	TUBB	ENSG00000196230	thyroid cancer	0.0	3.0	0.0	1.0				0.2487
899	TUBB	ENSG00000196230	urothelial cancer	0.0	7.0	3.0	2.0				0.2502
900	USP20	ENSG00000136878	breast cancer	3.0	9.0	0.0	0.0				0.02637
901	USP20	ENSG00000136878	carcinoid	2.0	2.0	0.0	0.0				
902	USP20	ENSG00000136878	cervical cancer	1.0	11.0	0.0	0.0	0.0008009			
903	USP20	ENSG00000136878	colorectal cancer	5.0	7.0	0.0	0.0			0.000248	
904	USP20	ENSG00000136878	endometrial cancer	0.0	11.0	0.0	0.0	0.0004015			
905	USP20	ENSG00000136878	glioma	1.0	8.0	3.0	0.0				0.4691
906	USP20	ENSG00000136878	head and neck cancer	1.0	3.0	0.0	0.0		0.01885		
907	USP20	ENSG00000136878	liver cancer	2.0	9.0	0.0	0.0				0.2253
908	USP20	ENSG00000136878	lung cancer	0.0	6.0	6.0	0.0		0.002546		
909	USP20	ENSG00000136878	lymphoma	1.0	4.0	6.0	1.0				
910	USP20	ENSG00000136878	melanoma	1.0	7.0	4.0	0.0		0.1245		
911	USP20	ENSG00000136878	ovarian cancer	3.0	8.0	0.0	0.0				0.07889
912	USP20	ENSG00000136878	pancreatic cancer	1.0	10.0	1.0	0.0	1.539e-07			
913	USP20	ENSG00000136878	prostate cancer	3.0	9.0	0.0	0.0				0.2091
914	USP20	ENSG00000136878	renal cancer	2.0	10.0	0.0	0.0	5.649e-05			
915	USP20	ENSG00000136878	skin cancer	0.0	6.0	6.0	0.0				
916	USP20	ENSG00000136878	stomach cancer	2.0	10.0	0.0	0.0		0.01763		
917	USP20	ENSG00000136878	testis cancer	0.0	12.0	0.0	0.0		0.1197		
918	USP20	ENSG00000136878	thyroid cancer	0.0	4.0	0.0	0.0				0.01186
919	USP20	ENSG00000136878	urothelial cancer	6.0	6.0	0.0	0.0		0.01238		
920	ELOC	ENSG00000154582	breast cancer							0.0006476	
921	ELOC	ENSG00000154582	carcinoid								
922	ELOC	ENSG00000154582	cervical cancer								0.16
923	ELOC	ENSG00000154582	colorectal cancer								0.3144
924	ELOC	ENSG00000154582	endometrial cancer								0.02835
925	ELOC	ENSG00000154582	glioma								0.02463
926	ELOC	ENSG00000154582	head and neck cancer								0.008021
927	ELOC	ENSG00000154582	liver cancer								0.005837
928	ELOC	ENSG00000154582	lung cancer								0.0219
929	ELOC	ENSG00000154582	lymphoma								
930	ELOC	ENSG00000154582	melanoma								0.1767
931	ELOC	ENSG00000154582	ovarian cancer						0.006993		
932	ELOC	ENSG00000154582	pancreatic cancer								0.004021
933	ELOC	ENSG00000154582	prostate cancer								0.0333
934	ELOC	ENSG00000154582	renal cancer								0.002768
935	ELOC	ENSG00000154582	skin cancer								
936	ELOC	ENSG00000154582	stomach cancer						0.03838		
937	ELOC	ENSG00000154582	testis cancer						0.05332		
938	ELOC	ENSG00000154582	thyroid cancer						0.1667		
939	ELOC	ENSG00000154582	urothelial cancer						0.08954		
940	CCT6B	ENSG00000132141	breast cancer	0.0	10.0	2.0	0.0		0.1559		
941	CCT6B	ENSG00000132141	carcinoid	1.0	0.0	3.0	0.0				
942	CCT6B	ENSG00000132141	cervical cancer	0.0	2.0	5.0	4.0		0.01719		
943	CCT6B	ENSG00000132141	colorectal cancer	6.0	6.0	0.0	0.0		0.002988		
944	CCT6B	ENSG00000132141	endometrial cancer	1.0	8.0	1.0	1.0		0.06114		
945	CCT6B	ENSG00000132141	glioma	0.0	6.0	3.0	2.0				0.3376
946	CCT6B	ENSG00000132141	head and neck cancer	0.0	3.0	1.0	0.0		0.1148		
947	CCT6B	ENSG00000132141	liver cancer	4.0	4.0	3.0	1.0		0.001124		
948	CCT6B	ENSG00000132141	lung cancer	0.0	5.0	2.0	3.0		0.03614		
949	CCT6B	ENSG00000132141	lymphoma	1.0	5.0	5.0	1.0				
950	CCT6B	ENSG00000132141	melanoma	2.0	6.0	3.0	1.0		0.1749		
951	CCT6B	ENSG00000132141	ovarian cancer	1.0	6.0	4.0	0.0		0.001435		
952	CCT6B	ENSG00000132141	pancreatic cancer	0.0	5.0	6.0	1.0		0.009561		
953	CCT6B	ENSG00000132141	prostate cancer	0.0	8.0	1.0	1.0		0.0361		
954	CCT6B	ENSG00000132141	renal cancer	0.0	3.0	4.0	5.0		4.822e-07		
955	CCT6B	ENSG00000132141	skin cancer	0.0	7.0	3.0	1.0				
956	CCT6B	ENSG00000132141	stomach cancer	0.0	5.0	2.0	5.0				0.1238
957	CCT6B	ENSG00000132141	testis cancer	4.0	7.0	0.0	1.0		0.4296		
958	CCT6B	ENSG00000132141	thyroid cancer	0.0	1.0	2.0	1.0				0.0004227
959	CCT6B	ENSG00000132141	urothelial cancer	0.0	7.0	1.0	2.0		0.1492		
960	TP53	ENSG00000141510	breast cancer	1.0	1.0	0.0	10.0				0.02289
961	TP53	ENSG00000141510	carcinoid	0.0	0.0	0.0	4.0				
962	TP53	ENSG00000141510	cervical cancer	1.0	2.0	3.0	4.0		0.00883		
963	TP53	ENSG00000141510	colorectal cancer	5.0	1.0	4.0	2.0		0.01257		
964	TP53	ENSG00000141510	endometrial cancer	1.0	0.0	0.0	10.0	0.0001346			
965	TP53	ENSG00000141510	glioma	3.0	2.0	0.0	7.0		0.09953		
966	TP53	ENSG00000141510	head and neck cancer	1.0	1.0	0.0	2.0		0.04		
967	TP53	ENSG00000141510	liver cancer	0.0	0.0	3.0	7.0		0.00279		
968	TP53	ENSG00000141510	lung cancer	2.0	2.0	3.0	5.0		0.04993		
969	TP53	ENSG00000141510	lymphoma	0.0	0.0	3.0	9.0				
970	TP53	ENSG00000141510	melanoma	0.0	3.0	4.0	4.0				0.0275
971	TP53	ENSG00000141510	ovarian cancer	6.0	0.0	0.0	6.0		0.2554		
972	TP53	ENSG00000141510	pancreatic cancer	4.0	3.0	2.0	1.0				0.1303
973	TP53	ENSG00000141510	prostate cancer	0.0	0.0	0.0	10.0			0.0005014	
974	TP53	ENSG00000141510	renal cancer	0.0	0.0	1.0	10.0				0.001861
975	TP53	ENSG00000141510	skin cancer	1.0	1.0	5.0	4.0				
976	TP53	ENSG00000141510	stomach cancer	5.0	0.0	2.0	5.0		0.00789		
977	TP53	ENSG00000141510	testis cancer	1.0	2.0	7.0	2.0				0.08052
978	TP53	ENSG00000141510	thyroid cancer	0.0	0.0	0.0	4.0				0.2743
979	TP53	ENSG00000141510	urothelial cancer	4.0	3.0	2.0	2.0				0.1078
980	KIFAP3	ENSG00000075945	breast cancer	3.0	8.0	0.0	0.0				0.05721
981	KIFAP3	ENSG00000075945	carcinoid	1.0	2.0	1.0	0.0				
982	KIFAP3	ENSG00000075945	cervical cancer	0.0	6.0	4.0	2.0				0.1656
983	KIFAP3	ENSG00000075945	colorectal cancer	2.0	8.0	0.0	1.0				0.3893
984	KIFAP3	ENSG00000075945	endometrial cancer	0.0	3.0	5.0	4.0				0.06045
985	KIFAP3	ENSG00000075945	glioma	0.0	6.0	3.0	3.0				0.04637
986	KIFAP3	ENSG00000075945	head and neck cancer	0.0	1.0	2.0	0.0		0.1474		
987	KIFAP3	ENSG00000075945	liver cancer	0.0	5.0	7.0	0.0				0.007167
988	KIFAP3	ENSG00000075945	lung cancer	0.0	0.0	4.0	7.0				0.07743
989	KIFAP3	ENSG00000075945	lymphoma	0.0	3.0	7.0	2.0				
990	KIFAP3	ENSG00000075945	melanoma	0.0	3.0	4.0	5.0				0.01017
991	KIFAP3	ENSG00000075945	ovarian cancer	0.0	8.0	2.0	1.0				0.3636
992	KIFAP3	ENSG00000075945	pancreatic cancer	0.0	2.0	6.0	2.0		0.1155		
993	KIFAP3	ENSG00000075945	prostate cancer	3.0	8.0	0.0	0.0				0.03999
994	KIFAP3	ENSG00000075945	renal cancer	0.0	3.0	7.0	1.0				0.003079
995	KIFAP3	ENSG00000075945	skin cancer	0.0	0.0	6.0	6.0				
996	KIFAP3	ENSG00000075945	stomach cancer	0.0	2.0	1.0	9.0				0.004388
997	KIFAP3	ENSG00000075945	testis cancer	0.0	7.0	3.0	1.0		0.1997		
998	KIFAP3	ENSG00000075945	thyroid cancer	0.0	3.0	1.0	0.0				0.1112
999	KIFAP3	ENSG00000075945	urothelial cancer	1.0	3.0	4.0	4.0				0.02218
1000	PRKCD	ENSG00000163932	breast cancer	5.0	7.0	0.0	0.0		0.3587		
1001	PRKCD	ENSG00000163932	carcinoid	2.0	1.0	1.0	0.0				
1002	PRKCD	ENSG00000163932	cervical cancer	1.0	9.0	2.0	0.0		0.04853		
1003	PRKCD	ENSG00000163932	colorectal cancer	3.0	6.0	1.0	0.0				0.0266
1004	PRKCD	ENSG00000163932	endometrial cancer	3.0	9.0	0.0	0.0				0.1896
1005	PRKCD	ENSG00000163932	glioma	2.0	6.0	3.0	1.0				0.1171
1006	PRKCD	ENSG00000163932	head and neck cancer	1.0	0.0	2.0	0.0				0.06967
1007	PRKCD	ENSG00000163932	liver cancer	1.0	6.0	3.0	2.0			0.0002241	
1008	PRKCD	ENSG00000163932	lung cancer	1.0	7.0	2.0	1.0	0.0009008			
1009	PRKCD	ENSG00000163932	lymphoma	10.0	1.0	0.0	0.0				
1010	PRKCD	ENSG00000163932	melanoma	4.0	8.0	0.0	0.0		0.01948		
1011	PRKCD	ENSG00000163932	ovarian cancer	9.0	1.0	1.0	1.0		0.1418		
1012	PRKCD	ENSG00000163932	pancreatic cancer	1.0	8.0	1.0	0.0		0.1791		
1013	PRKCD	ENSG00000163932	prostate cancer	3.0	7.0	1.0	0.0				0.2891
1014	PRKCD	ENSG00000163932	renal cancer	1.0	7.0	2.0	2.0		0.2047		
1015	PRKCD	ENSG00000163932	skin cancer	1.0	8.0	3.0	0.0				
1016	PRKCD	ENSG00000163932	stomach cancer	0.0	12.0	0.0	0.0		0.1729		
1017	PRKCD	ENSG00000163932	testis cancer	0.0	1.0	2.0	9.0				0.02478
1018	PRKCD	ENSG00000163932	thyroid cancer	4.0	0.0	0.0	0.0		0.00206		
1019	PRKCD	ENSG00000163932	urothelial cancer	2.0	9.0	0.0	0.0		0.002946		
1020	TUBA4A	ENSG00000127824	breast cancer	0.0	2.0	2.0	6.0				0.08077
1021	TUBA4A	ENSG00000127824	carcinoid	2.0	1.0	0.0	1.0				
1022	TUBA4A	ENSG00000127824	cervical cancer	0.0	1.0	1.0	10.0		0.2315		
1023	TUBA4A	ENSG00000127824	colorectal cancer	0.0	2.0	1.0	9.0		0.04031		
1024	TUBA4A	ENSG00000127824	endometrial cancer	1.0	1.0	1.0	9.0				0.02565
1025	TUBA4A	ENSG00000127824	glioma	4.0	1.0	3.0	3.0				0.005183
1026	TUBA4A	ENSG00000127824	head and neck cancer	0.0	3.0	0.0	1.0				0.03993
1027	TUBA4A	ENSG00000127824	liver cancer	0.0	0.0	2.0	10.0			4.537e-06	
1028	TUBA4A	ENSG00000127824	lung cancer	0.0	0.0	0.0	12.0				0.001522
1029	TUBA4A	ENSG00000127824	lymphoma	0.0	0.0	1.0	10.0				
